,zfygpa,zgpa,DOB_yr,isPartTime,sex,race,cluster_tier,family_income,lsat,ugpa,pass_bar,weighted_lsat_ugpa
14412,-0.82,-1.1,68.0,No,Male,White,5.0,4.0,40.0,2.5,Passed,723.68419
14413,0.68,0.0,69.0,No,Male,White,6.0,4.0,45.0,3.3,Passed,882.6315549999999
14414,0.32,0.01,69.0,No,Female,White,4.0,3.0,43.0,3.2,Passed,841.052609
14415,1.83,1.2,69.0,No,Female,White,4.0,3.0,46.0,3.8,Passed,948.421028
14416,-0.83,-1.37,66.0,No,Male,Other,3.0,4.0,26.0,3.2,Passed,572.631568
14417,1.31,1.05,68.0,No,Female,White,5.0,3.0,39.5,3.5,Passed,815.7894535
14418,1.04,2.12,68.0,No,Male,White,2.0,4.0,37.0,3.9,Passed,816.3157709999999
14419,0.87,0.76,64.0,No,Male,White,4.0,2.0,37.0,2.5,Passed,676.315771
14420,0.99,1.16,69.0,No,Male,White,6.0,4.0,38.0,3.2,Passed,762.105244
14421,1.39,0.0,64.0,No,Male,White,4.0,4.0,47.0,3.0,Failed_or_not_attempted,884.210501
14422,-0.85,-0.86,68.0,No,Female,Other,3.0,3.0,34.0,2.4,Passed,618.9473519999999
14423,-0.27,-0.27,69.0,No,Female,White,5.0,5.0,43.0,3.2,Passed,841.052609
14424,0.0,0.0,67.0,No,Male,Other,3.0,2.0,22.5,3.1,Failed_or_not_attempted,507.3684125
14425,-1.04,-0.03,66.0,No,Male,White,2.0,3.0,32.0,3.0,Passed,647.368406
14426,-0.7,-0.52,66.0,No,Female,White,4.0,4.0,41.0,3.4,Passed,829.473663
14427,0.78,0.89,68.0,No,Male,Other,3.0,3.0,31.0,3.5,Passed,681.578933
14428,-0.72,-0.82,68.0,No,Female,White,3.0,4.0,36.0,2.6,Failed_or_not_attempted,670.526298
14429,-0.01,-0.07,68.0,No,Male,White,2.0,3.0,33.0,3.3,Passed,693.157879
14430,-1.76,-1.12,65.0,No,Female,White,4.0,4.0,40.0,3.2,Passed,793.6841900000001
14431,-0.18,-0.73,68.0,No,Female,White,6.0,3.0,34.0,3.6,Passed,738.947352
14432,0.27,0.42,69.0,No,Female,White,5.0,4.0,48.0,3.4,Passed,939.999974
14433,0.19,0.49,68.0,No,Male,White,5.0,5.0,45.0,3.6,Passed,912.6315549999999
14434,0.0,0.0,69.0,No,Female,Black,6.0,3.0,31.0,2.7,Passed,601.578933
14435,-1.49,0.0,69.0,No,Female,Other,3.0,3.0,31.0,2.7,Failed_or_not_attempted,601.578933
14437,-0.14,-0.55,67.0,No,Male,Other,6.0,3.0,36.0,3.3,Passed,740.526298
14438,-2.14,-1.45,67.0,No,Female,Black,3.0,4.0,25.5,2.2,Failed_or_not_attempted,464.7368315
14439,-0.51,-0.39,49.0,No,Female,White,5.0,1.0,41.0,3.8,Passed,869.473663
14440,0.39,0.68,69.0,No,Female,White,3.0,3.0,29.5,3.5,Passed,657.8947235
14441,0.56,0.5,65.0,No,Male,White,5.0,4.0,46.0,4.0,Passed,968.421028
14442,0.0,0.0,67.0,No,Female,White,4.0,4.0,30.0,2.6,Failed_or_not_attempted,575.78946
14443,-0.99,-0.7,69.0,No,Male,Other,4.0,5.0,26.0,3.4,Failed_or_not_attempted,592.631568
14445,-1.01,-1.48,69.0,No,Female,White,3.0,4.0,35.0,3.0,Passed,694.736825
14446,1.31,1.56,63.0,No,Female,White,4.0,4.0,39.0,3.7,Passed,827.894717
14447,2.11,1.96,55.0,No,Female,White,4.0,3.0,43.0,3.4,Passed,861.052609
14448,0.0,0.0,65.0,No,Male,White,2.0,3.0,40.0,2.7,Failed_or_not_attempted,743.6841900000001
14449,-0.83,-0.75,67.0,No,Female,White,4.0,3.0,40.0,3.5,Passed,823.68419
14450,1.7,1.92,69.0,No,Female,White,5.0,3.0,38.0,4.0,Passed,842.105244
14451,-0.21,-0.48,66.0,No,Female,Other,5.0,3.0,27.0,3.5,Passed,618.4210410000001
14452,0.55,0.42,65.0,No,Male,White,3.0,4.0,38.0,3.6,Passed,802.105244
14453,0.0,0.0,48.0,Yes,Female,White,2.0,4.0,36.0,3.0,Failed_or_not_attempted,710.526298
14454,1.14,1.08,63.0,No,Male,White,5.0,4.0,34.0,3.5,Passed,728.9473519999999
14455,-0.79,-0.37,64.0,No,Female,White,4.0,4.0,41.0,3.3,Passed,819.473663
14456,-0.92,-1.84,69.0,No,Male,White,5.0,1.0,41.0,3.4,Failed_or_not_attempted,829.473663
14457,-2.12,-1.69,69.0,No,Female,Other,6.0,2.0,40.0,2.8,Passed,753.68419
14458,-2.22,-1.93,60.0,No,Male,White,3.0,4.0,34.0,3.0,Passed,678.9473519999999
14459,0.0,0.0,64.0,No,Female,White,4.0,3.0,35.0,3.4,Failed_or_not_attempted,734.736825
14460,1.2,0.79,68.0,No,Male,White,4.0,3.0,36.0,3.3,Passed,740.526298
14461,0.98,0.72,55.0,No,Male,White,2.0,3.0,38.0,2.7,Failed_or_not_attempted,712.105244
14462,0.78,-0.16,68.0,No,Male,Other,5.0,4.0,35.0,3.0,Passed,694.736825
14463,0.8,0.88,69.0,No,Female,White,2.0,2.0,26.0,3.7,Passed,622.631568
14464,0.31,-0.16,67.0,No,Female,White,3.0,4.0,28.0,3.2,Passed,604.210514
14465,-1.17,0.0,69.0,No,Female,Black,4.0,3.0,24.0,3.2,Failed_or_not_attempted,541.052622
14466,-1.32,-1.49,68.0,No,Female,Black,1.0,2.0,34.0,2.1,Failed_or_not_attempted,588.947352
14467,-0.09,-1.52,64.0,No,Male,White,4.0,2.0,38.0,3.0,Passed,742.105244
14468,-0.84,-0.63,51.0,No,Female,White,6.0,3.0,48.0,3.3,Passed,929.999974
14469,0.07,-0.55,68.0,No,Male,White,4.0,3.0,42.0,3.6,Passed,865.263136
14470,0.0,0.0,53.0,No,Male,White,3.0,1.0,40.0,3.3,Failed_or_not_attempted,803.68419
14471,0.32,0.01,68.0,No,Male,White,4.0,5.0,37.0,3.4,Passed,766.3157709999999
14472,0.56,0.53,67.0,No,Male,White,3.0,4.0,39.0,3.4,Passed,797.8947169999999
14473,1.92,1.71,68.0,No,Male,White,5.0,5.0,42.0,3.7,Passed,875.263136
14474,-0.08,0.33,69.0,No,Male,Other,5.0,4.0,36.0,3.9,Passed,800.526298
14475,1.2,1.17,64.0,No,Female,White,4.0,3.0,42.0,3.3,Passed,835.2631359999999
14477,-1.0,-1.02,59.0,No,Male,Black,6.0,1.0,38.0,3.9,Passed,832.105244
14478,0.0,0.0,69.0,No,Female,White,4.0,3.0,39.0,3.9,Failed_or_not_attempted,847.8947169999999
14479,-0.41,-0.81,67.0,No,Male,White,2.0,4.0,33.0,3.0,Passed,663.157879
14480,1.29,1.02,70.0,No,Female,White,6.0,4.0,46.0,3.1,Passed,878.421028
14481,-1.16,0.0,52.0,Yes,Male,Black,4.0,1.0,26.0,2.4,Failed_or_not_attempted,492.63156799999996
14482,1.45,1.46,67.0,No,Male,White,4.0,3.0,41.0,3.0,Passed,789.473663
14483,1.89,1.79,66.0,No,Female,White,3.0,4.0,47.0,3.0,Passed,884.210501
14485,1.02,1.39,67.0,No,Male,White,3.0,4.0,42.0,3.0,Passed,805.263136
14486,1.27,1.73,67.0,No,Male,White,3.0,3.0,35.0,2.8,Passed,674.736825
14487,0.77,0.27,69.0,No,Female,Black,3.0,1.0,31.0,3.5,Passed,681.578933
14488,-1.31,-1.38,69.0,No,Male,White,4.0,4.0,35.0,3.4,Passed,734.736825
14489,1.03,1.19,65.0,No,Female,Black,1.0,2.0,39.0,3.2,Passed,777.894717
14490,1.36,1.55,69.0,No,Female,White,4.0,4.0,42.0,3.6,Passed,865.263136
14491,1.28,1.16,69.0,No,Male,White,4.0,4.0,38.0,3.2,Passed,762.105244
14492,-0.71,-1.29,69.0,No,Female,Black,5.0,3.0,29.0,2.9,Failed_or_not_attempted,589.9999869999999
14493,0.42,0.13,68.0,No,Female,White,4.0,3.0,40.0,3.7,Passed,843.6841900000001
14495,0.0,0.0,58.0,No,Male,White,6.0,4.0,48.0,3.7,Passed,969.999974
14496,-0.51,0.34,56.0,Yes,Female,White,4.0,3.0,37.0,3.4,Passed,766.3157709999999
14497,-0.16,-0.07,68.0,No,Male,White,2.0,4.0,36.0,2.9,Passed,700.526298
14498,0.3,0.34,67.0,No,Female,White,3.0,3.0,33.0,3.5,Passed,713.157879
14499,-0.95,0.65,69.0,No,Female,White,4.0,4.0,40.0,3.5,Passed,823.68419
14500,0.17,0.65,64.0,No,Female,White,3.0,2.0,41.0,3.4,Passed,829.473663
14501,-0.55,-0.31,65.0,No,Female,White,5.0,3.0,36.0,3.4,Passed,750.526298
14502,-1.94,-1.71,69.0,No,Female,White,3.0,4.0,40.0,2.8,Passed,753.68419
14503,-0.83,-0.42,61.0,No,Male,Black,6.0,4.0,32.0,3.5,Passed,697.368406
14504,1.3,1.27,69.0,No,Male,Other,4.0,4.0,39.0,3.6,Passed,817.894717
14505,1.1,0.39,69.0,No,Female,White,3.0,3.0,34.5,3.5,Passed,736.8420885
14506,0.36,0.58,68.0,No,Male,White,4.0,4.0,44.0,3.1,Passed,846.842082
14507,-1.05,-1.12,69.0,No,Female,White,3.0,4.0,35.0,2.7,Passed,664.736825
14508,-0.34,-0.18,69.0,No,Female,White,4.0,4.0,44.0,3.2,Passed,856.842082
14509,-1.88,0.0,69.0,No,Female,White,4.0,3.0,32.5,3.7,Failed_or_not_attempted,725.2631425
14510,0.97,0.8,64.0,No,Male,White,3.0,3.0,34.0,3.1,Passed,688.947352
14511,-0.41,-0.22,56.0,No,Female,White,4.0,2.0,39.0,3.4,Passed,797.8947169999999
14512,-0.82,-0.35,56.0,No,Female,White,2.0,3.0,29.0,2.9,Failed_or_not_attempted,589.9999869999999
14513,-1.65,0.6,61.0,No,Female,White,3.0,4.0,26.5,2.9,Passed,550.5263044999999
14514,0.58,0.78,56.0,No,Male,White,5.0,2.0,41.0,3.5,Failed_or_not_attempted,839.473663
14515,-0.58,0.0,69.0,No,Male,White,5.0,4.0,37.0,3.3,Failed_or_not_attempted,756.3157709999999
14516,-2.17,0.0,49.0,Yes,Male,White,4.0,4.0,40.0,2.8,Failed_or_not_attempted,753.68419
14517,0.25,0.38,67.0,No,Male,White,3.0,1.0,34.0,2.6,Passed,638.947352
14518,-0.97,-0.75,69.0,No,Male,White,4.0,4.0,22.0,3.5,Passed,539.473676
14519,0.47,-0.38,62.0,Yes,Female,White,4.0,4.0,40.0,2.7,Passed,743.6841900000001
14521,0.52,0.66,57.0,No,Male,White,3.0,4.0,30.5,2.7,Passed,593.6841965
14522,0.0,0.0,52.0,No,Male,White,4.0,1.0,27.0,3.9,Failed_or_not_attempted,658.421041
14523,-0.59,-0.53,64.0,No,Male,White,5.0,3.0,38.0,3.4,Failed_or_not_attempted,782.105244
14524,0.06,-0.56,64.0,No,Female,White,6.0,4.0,46.0,3.5,Passed,918.421028
14525,0.61,0.39,63.0,No,Female,White,2.0,4.0,34.0,3.6,Passed,738.947352
14526,0.57,0.23,68.0,No,Male,White,6.0,4.0,43.0,3.9,Passed,911.052609
14527,-0.44,0.01,68.0,No,Female,White,3.0,4.0,41.0,2.8,Passed,769.473663
14528,-1.82,0.0,68.0,No,Male,White,3.0,3.0,34.0,2.5,Failed_or_not_attempted,628.9473519999999
14529,1.63,1.5,66.0,No,Female,White,5.0,3.0,44.0,2.8,Passed,816.842082
14530,0.0,0.0,69.0,No,Male,Other,6.0,4.0,46.0,3.9,Passed,958.421028
14532,-1.09,-1.09,67.0,No,Female,White,2.0,3.0,29.0,3.1,Passed,609.999987
14533,0.01,0.35,49.0,No,Male,White,2.0,2.0,30.0,2.6,Passed,575.78946
14534,0.15,0.72,68.0,No,Female,White,6.0,4.0,40.0,3.7,Passed,843.6841900000001
14536,-0.96,-0.93,68.0,No,Male,White,5.0,4.0,44.0,3.8,Passed,916.842082
14537,0.0,0.0,65.0,No,Male,White,3.0,3.0,32.0,3.7,Failed_or_not_attempted,717.368406
14538,-0.27,-0.17,68.0,No,Male,White,2.0,4.0,31.0,3.1,Passed,641.578933
14539,1.09,0.58,66.0,No,Male,White,3.0,3.0,43.0,3.2,Failed_or_not_attempted,841.052609
14540,1.67,1.98,64.0,No,Female,White,4.0,3.0,42.0,4.0,Passed,905.263136
14541,0.0,-0.38,63.0,No,Female,White,4.0,3.0,32.0,3.4,Passed,687.3684059999999
14542,-1.14,-2.29,69.0,No,Male,White,4.0,4.0,36.0,3.0,Failed_or_not_attempted,710.526298
14543,-0.06,-0.3,68.0,No,Male,Black,1.0,3.0,29.0,2.9,Passed,589.9999869999999
14544,-0.5,-0.52,69.0,No,Female,White,3.0,5.0,37.0,2.8,Passed,706.3157709999999
14545,0.0,0.0,68.0,No,Male,White,4.0,4.0,37.0,3.7,Passed,796.315771
14546,0.05,0.58,67.0,No,Female,White,4.0,3.0,39.0,3.2,Passed,777.894717
14547,-1.1,-1.24,62.0,No,Male,Other,4.0,1.0,22.0,3.0,Passed,489.47367599999995
14548,0.11,0.04,66.0,No,Male,White,3.0,4.0,32.0,2.6,Passed,607.368406
14549,-0.63,0.0,69.0,No,Female,White,4.0,4.0,42.0,3.2,Failed_or_not_attempted,825.263136
14550,-0.74,-0.27,67.0,No,Female,White,5.0,3.0,35.0,3.7,Passed,764.736825
14552,-0.79,0.13,68.0,No,Female,White,3.0,3.0,33.0,3.0,Passed,663.157879
14553,1.01,0.14,63.0,Yes,Male,White,5.0,4.0,42.0,3.5,Failed_or_not_attempted,855.263136
14554,0.61,0.51,43.0,Yes,Male,White,5.0,3.0,28.0,2.5,Passed,534.210514
14555,-1.7,-2.14,65.0,No,Male,Black,5.0,2.0,26.0,2.9,Failed_or_not_attempted,542.631568
14556,-0.64,-0.46,67.0,No,Male,White,2.0,4.0,33.0,2.5,Passed,613.157879
14557,0.79,0.86,54.0,No,Female,White,4.0,3.0,36.0,3.3,Passed,740.526298
14558,-0.17,-0.38,65.0,No,Female,Other,4.0,3.0,30.0,3.4,Passed,655.78946
14559,0.79,-0.58,68.0,Yes,Male,White,4.0,4.0,45.0,3.1,Passed,862.6315549999999
14560,0.77,0.7,58.0,No,Male,White,2.0,3.0,35.0,2.9,Failed_or_not_attempted,684.736825
14561,-0.62,-1.09,67.0,No,Male,White,4.0,5.0,41.5,3.0,Passed,797.3683994999999
14562,0.0,0.0,69.0,No,Female,White,6.0,3.0,46.0,4.0,Passed,968.421028
14563,0.39,0.52,59.0,No,Female,White,3.0,3.0,32.0,2.8,Passed,627.3684059999999
14564,1.05,1.05,69.0,No,Female,White,3.0,4.0,35.0,3.0,Passed,694.736825
14565,0.05,-0.49,63.0,No,Female,White,3.0,2.0,37.0,2.6,Passed,686.315771
14566,0.28,-0.27,57.0,No,Male,Other,1.0,1.0,26.0,2.7,Passed,522.631568
14567,0.72,0.77,69.0,No,Female,White,3.0,4.0,36.0,3.2,Passed,730.526298
14568,0.75,0.89,62.0,No,Female,White,5.0,2.0,43.0,3.4,Passed,861.052609
14569,-0.8,-1.42,60.0,No,Female,White,3.0,4.0,37.0,2.2,Passed,646.315771
14570,0.99,0.92,62.0,No,Female,White,4.0,2.0,42.0,3.1,Passed,815.263136
14571,-0.82,-0.88,69.0,No,Female,White,3.0,3.0,32.0,3.3,Passed,677.3684059999999
14572,-0.84,-0.57,64.0,No,Male,Other,5.0,2.0,35.0,3.3,Failed_or_not_attempted,724.736825
14573,1.1,1.37,60.0,No,Female,White,3.0,4.0,32.0,3.0,Passed,647.368406
14574,-0.28,-0.82,53.0,No,Female,White,3.0,3.0,31.0,3.4,Passed,671.578933
14575,0.0,0.0,68.0,No,Male,White,2.0,3.0,35.0,2.5,Failed_or_not_attempted,644.736825
14576,-0.12,0.0,69.0,No,Male,White,4.0,3.0,43.0,3.5,Failed_or_not_attempted,871.052609
14577,-0.02,-0.24,69.0,No,Female,White,3.0,4.0,42.0,2.7,Passed,775.263136
14579,-0.08,-0.33,69.0,No,Female,Other,1.0,2.0,32.0,3.7,Passed,717.368406
14580,0.0,-0.54,67.0,Yes,Female,Black,4.0,3.0,35.0,2.8,Passed,674.736825
14581,0.17,0.35,68.0,No,Male,White,5.0,3.0,36.0,3.1,Passed,720.526298
14582,-1.61,0.0,60.0,Yes,Female,Black,3.0,2.0,27.0,2.1,Failed_or_not_attempted,478.421041
14583,-0.03,0.08,67.0,No,Male,White,3.0,3.0,32.0,3.0,Passed,647.368406
14584,-0.84,-1.46,69.0,No,Female,White,2.0,4.0,34.0,2.7,Passed,648.947352
14585,0.65,0.18,67.0,No,Male,White,5.0,3.0,43.0,2.7,Passed,791.052609
14586,-0.07,0.08,68.0,No,Male,White,4.0,3.0,34.0,3.3,Passed,708.9473519999999
14588,-0.41,-1.13,69.0,No,Female,White,4.0,5.0,38.0,3.6,Passed,802.105244
14589,-1.11,-1.69,69.0,No,Female,Black,4.0,4.0,31.0,2.6,Passed,591.578933
14590,0.4,0.33,69.0,No,Female,White,3.0,4.0,32.0,3.6,Passed,707.368406
14591,-0.64,-2.06,69.0,No,Male,Other,5.0,4.0,42.0,2.8,Passed,785.2631359999999
14592,0.75,-0.2,69.0,No,Male,White,3.0,4.0,40.0,2.7,Passed,743.6841900000001
14593,-0.13,0.17,68.0,No,Female,White,3.0,5.0,39.0,3.0,Passed,757.8947169999999
14594,-0.47,0.0,61.0,Yes,Male,White,5.0,2.0,29.0,3.2,Failed_or_not_attempted,619.999987
14595,0.0,0.0,53.0,No,Male,White,4.0,3.0,40.0,2.8,Failed_or_not_attempted,753.68419
14596,0.1,0.0,61.0,No,Male,White,5.0,4.0,40.0,3.8,Failed_or_not_attempted,853.68419
14597,0.57,-0.36,58.0,Yes,Female,White,5.0,2.0,41.0,2.7,Passed,759.473663
14598,0.41,0.6,68.0,No,Male,White,4.0,4.0,35.5,2.9,Failed_or_not_attempted,692.6315615
14599,0.58,0.77,68.0,No,Male,White,4.0,5.0,44.0,3.2,Passed,856.842082
14600,0.78,1.08,64.0,No,Male,White,3.0,4.0,33.0,3.8,Passed,743.157879
14601,-0.98,0.0,65.0,No,Male,White,3.0,4.0,36.0,3.1,Failed_or_not_attempted,720.526298
14602,1.39,1.27,68.0,No,Female,Other,4.0,2.0,41.0,3.3,Passed,819.473663
14604,-1.36,-1.71,65.0,No,Male,White,3.0,4.0,39.0,3.1,Failed_or_not_attempted,767.894717
14605,-0.66,-0.69,70.0,No,Female,White,6.0,5.0,45.0,3.9,Passed,942.6315549999999
14606,2.08,1.77,68.0,No,Male,White,5.0,3.0,42.0,4.0,Passed,905.263136
14607,0.8,0.71,67.0,No,Male,White,5.0,3.0,43.0,3.7,Passed,891.052609
14608,-0.26,0.13,61.0,No,Female,White,3.0,4.0,33.0,3.0,Passed,663.157879
14609,0.0,0.0,66.0,No,Female,White,6.0,4.0,42.0,3.6,Passed,865.263136
14610,-0.95,-1.51,66.0,Yes,Male,White,5.0,3.0,37.5,3.0,Passed,734.2105075
14611,0.46,1.43,69.0,No,Male,White,3.0,3.0,31.0,3.4,Passed,671.578933
14612,0.52,0.32,67.0,No,Male,White,2.0,4.0,32.5,3.0,Passed,655.2631425
14613,1.57,1.6,67.0,No,Male,White,4.0,3.0,40.0,3.6,Passed,833.6841900000001
14614,-0.43,-1.08,69.0,No,Female,White,5.0,2.0,38.0,3.5,Passed,792.105244
14615,0.26,-0.29,61.0,Yes,Male,White,2.0,4.0,28.0,3.1,Passed,594.210514
14616,-0.42,-0.41,69.0,No,Male,White,2.0,3.0,37.0,3.5,Passed,776.315771
14617,0.01,-0.34,69.0,No,Male,White,5.0,5.0,38.0,3.1,Passed,752.105244
14618,-1.42,0.0,67.0,Yes,Male,White,4.0,3.0,35.0,2.5,Failed_or_not_attempted,644.736825
14619,0.0,0.0,62.0,No,Female,White,4.0,4.0,40.0,3.5,Failed_or_not_attempted,823.68419
14620,0.0,0.0,0.0,No,Male,White,6.0,3.0,37.5,3.6,Passed,794.2105075000001
14621,-1.11,-0.02,68.0,No,Female,White,3.0,5.0,28.0,3.1,Failed_or_not_attempted,594.210514
14622,-0.22,-0.05,61.0,Yes,Male,White,5.0,1.0,35.0,2.9,Passed,684.736825
14623,1.33,0.18,68.0,No,Male,White,3.0,4.0,33.5,3.0,Passed,671.0526155
14624,0.0,0.0,67.0,Yes,Male,White,4.0,2.0,35.7,3.9,Passed,795.7894561
14625,-1.09,-0.56,69.0,No,Female,White,3.0,5.0,30.5,3.0,Passed,623.6841965
14626,-0.36,-0.93,66.0,No,Male,White,4.0,2.0,44.0,3.2,Failed_or_not_attempted,856.842082
14627,-1.45,-1.16,70.0,No,Female,White,4.0,4.0,46.0,3.5,Passed,918.421028
14628,-0.97,-0.29,68.0,No,Male,White,2.0,2.0,30.0,3.2,Passed,635.78946
14629,-1.44,-2.02,69.0,No,Female,White,3.0,3.0,25.0,2.7,Failed_or_not_attempted,506.84209500000003
14630,1.18,1.0,65.0,No,Male,White,6.0,4.0,42.0,3.3,Passed,835.2631359999999
14631,0.0,0.0,69.0,No,Female,White,5.0,4.0,37.0,3.3,Failed_or_not_attempted,756.3157709999999
14632,0.0,0.0,64.0,No,Male,White,6.0,3.0,38.0,3.6,Passed,802.105244
14633,2.1,2.43,69.0,No,Female,White,3.0,3.0,41.0,3.7,Passed,859.473663
14634,1.11,1.38,69.0,No,Female,Black,3.0,4.0,40.0,3.5,Passed,823.68419
14635,-0.68,-1.53,69.0,No,Female,White,4.0,5.0,39.0,3.1,Passed,767.894717
14636,-0.11,-0.16,67.0,No,Male,White,4.0,4.0,41.0,3.0,Passed,789.473663
14637,1.21,1.34,64.0,No,Male,White,5.0,2.0,44.0,3.7,Passed,906.842082
14638,0.12,0.64,69.0,No,Male,White,4.0,4.0,35.0,3.7,Passed,764.736825
14639,0.99,0.39,67.0,No,Female,White,5.0,4.0,42.0,3.4,Passed,845.2631359999999
14640,-0.48,-0.08,67.0,No,Male,White,3.0,3.0,38.0,3.3,Passed,772.105244
14641,0.0,0.0,52.0,Yes,Male,Other,3.0,4.0,40.0,2.8,Failed_or_not_attempted,753.68419
14642,-2.21,-1.57,54.0,Yes,Male,White,2.0,2.0,36.0,3.1,Failed_or_not_attempted,720.526298
14643,0.8,0.79,66.0,No,Female,White,2.0,4.0,41.0,2.8,Failed_or_not_attempted,769.473663
14644,1.15,0.52,68.0,No,Male,White,3.0,5.0,35.0,3.1,Passed,704.736825
14645,0.38,0.6,63.0,No,Male,White,2.0,3.0,28.7,3.0,Passed,595.2631451
14647,0.0,0.0,67.0,No,Male,White,2.0,3.0,44.0,4.0,Passed,936.842082
14648,-0.16,-0.52,69.0,No,Male,White,4.0,2.0,30.0,3.2,Passed,635.78946
14649,1.45,1.4,61.0,No,Male,White,2.0,4.0,42.0,2.7,Passed,775.263136
14650,-0.38,-0.22,69.0,No,Female,Other,5.0,4.0,42.0,3.7,Passed,875.263136
14651,-1.86,-1.28,68.0,No,Male,White,3.0,3.0,33.0,3.1,Passed,673.157879
14652,0.1,-0.07,68.0,No,Female,White,6.0,3.0,47.0,3.7,Passed,954.210501
14653,-0.71,-1.9,69.0,No,Male,White,3.0,4.0,41.0,3.2,Passed,809.473663
14654,0.08,-0.4,65.0,No,Male,White,1.0,1.0,31.0,2.5,Passed,581.578933
14656,-0.58,-0.92,69.0,No,Male,White,3.0,3.0,37.0,3.4,Failed_or_not_attempted,766.3157709999999
14657,-0.08,-0.07,67.0,No,Male,White,3.0,2.0,34.0,3.1,Passed,688.947352
14658,1.23,0.62,69.0,No,Female,White,3.0,4.0,38.0,3.4,Passed,782.105244
14659,-1.67,-1.78,60.0,No,Female,Other,5.0,3.0,22.0,3.2,Passed,509.473676
14660,0.16,0.29,69.0,No,Male,White,3.0,3.0,41.0,3.6,Failed_or_not_attempted,849.473663
14661,-1.03,-1.22,69.0,No,Male,White,5.0,3.0,40.0,3.7,Failed_or_not_attempted,843.6841900000001
14662,0.36,0.56,66.0,No,Female,White,3.0,4.0,39.5,3.3,Passed,795.7894534999999
14663,-1.96,-2.36,67.0,No,Male,Black,3.0,2.0,19.5,2.6,Passed,409.9999935
14664,-1.77,0.0,0.0,No,Female,Black,3.0,1.0,20.5,2.9,Failed_or_not_attempted,455.7894665
14665,-0.41,-0.23,69.0,No,Male,Other,5.0,2.0,33.0,3.9,Passed,753.157879
14666,-0.7,-0.56,60.0,No,Female,Other,3.0,2.0,26.5,2.7,Passed,530.5263045
14667,-2.06,0.66,69.0,No,Female,White,2.0,3.0,34.0,2.8,Failed_or_not_attempted,658.9473519999999
14668,-0.48,-0.42,69.0,No,Male,White,3.0,5.0,38.0,2.6,Passed,702.105244
14669,-0.76,-0.57,68.0,No,Female,White,5.0,5.0,39.0,2.9,Passed,747.8947169999999
14670,1.01,0.52,69.0,No,Female,White,3.0,3.0,39.0,3.4,Passed,797.8947169999999
14671,0.0,0.0,68.0,No,Male,White,4.0,2.0,39.0,3.1,Failed_or_not_attempted,767.894717
14672,0.84,0.5,65.0,No,Male,White,3.0,4.0,40.0,3.2,Passed,793.6841900000001
14673,0.36,0.0,69.0,No,Female,White,6.0,5.0,41.0,3.6,Passed,849.473663
14674,0.0,0.0,66.0,No,Female,White,5.0,3.0,43.0,3.1,Passed,831.052609
14675,-0.32,-0.79,68.0,No,Male,White,5.0,3.0,42.0,3.0,Passed,805.263136
14676,1.33,1.2,67.0,No,Male,Other,5.0,2.0,38.5,3.5,Passed,799.9999805
14677,-0.55,-0.76,49.0,No,Male,White,3.0,3.0,45.0,2.1,Passed,762.6315549999999
14678,-1.13,-0.97,65.0,No,Female,White,4.0,3.0,35.0,3.0,Failed_or_not_attempted,694.736825
14679,1.79,2.15,64.0,Yes,Male,White,2.0,3.0,33.0,2.7,Passed,633.157879
14680,0.0,0.0,69.0,No,Male,White,6.0,4.0,36.0,3.5,Failed_or_not_attempted,760.526298
14681,-0.1,-0.53,69.0,No,Male,White,5.0,3.0,44.0,3.8,Passed,916.842082
14682,-0.43,0.02,69.0,No,Female,White,3.0,5.0,40.0,3.0,Passed,773.68419
14683,0.75,0.34,67.0,No,Male,White,5.0,4.0,43.0,3.5,Passed,871.052609
14684,-0.68,-0.71,69.0,No,Female,White,4.0,3.0,32.0,3.6,Passed,707.368406
14685,1.33,1.09,65.0,No,Male,White,3.0,3.0,39.0,3.0,Passed,757.8947169999999
14686,-1.27,-0.71,68.0,No,Female,White,5.0,5.0,39.0,3.6,Passed,817.894717
14687,0.0,0.0,46.0,No,Female,White,3.0,3.0,41.0,2.8,Passed,769.473663
14688,-0.13,-0.3,67.0,No,Female,White,3.0,2.0,37.0,3.3,Passed,756.3157709999999
14689,0.55,0.06,67.0,No,Male,White,4.0,2.0,42.0,3.0,Passed,805.263136
14690,-0.69,-1.33,69.0,No,Male,White,5.0,3.0,37.0,2.9,Passed,716.3157709999999
14691,0.35,0.73,63.0,No,Female,Black,5.0,3.0,27.5,3.6,Passed,636.3157775
14692,0.99,0.73,64.0,No,Male,Other,4.0,2.0,43.0,3.1,Passed,831.052609
14693,2.61,2.76,54.0,No,Male,White,4.0,3.0,37.0,3.8,Passed,806.3157709999999
14694,-0.94,0.0,66.0,No,Male,Black,1.0,1.0,33.0,3.0,Failed_or_not_attempted,663.157879
14695,-0.6,-0.89,69.0,No,Male,White,3.0,4.0,28.5,3.7,Passed,662.1052505
14696,1.28,0.68,63.0,Yes,Male,White,5.0,3.0,33.0,3.0,Passed,663.157879
14697,-1.92,0.0,60.0,Yes,Female,White,3.0,3.0,35.0,3.3,Failed_or_not_attempted,724.736825
14699,0.0,0.0,67.0,No,Male,White,5.0,4.0,40.0,3.4,Passed,813.68419
14700,0.69,0.65,65.0,No,Female,White,4.0,3.0,37.0,3.6,Passed,786.315771
